﻿"ID","Severity","Class","Description","Last Update","Count","Category",
"122","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","10/12/2025 11:05:05","1","Hardware",
"121","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","10/12/2025 11:05:05","1","Hardware",
"120","Critical","System Error","Server Critical Fault (Service Information: Runtime Fault, Memory,  Processor 1 Memory Channels 1-3 (04h))         
","10/12/2025 11:04:27","1","Other",
"119","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","09/27/2025 10:07:02","1","Hardware",
"118","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","09/27/2025 10:07:02","1","Hardware",
"117","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","09/27/2025 10:07:02","1","Hardware",
"116","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","09/27/2025 10:07:01","1","Hardware",
"115","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","07/28/2025 19:58:49","1","Hardware",
"114","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","07/28/2025 19:58:49","1","Hardware",
"113","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","07/28/2025 19:58:48","1","Hardware",
"112","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","07/28/2025 19:58:48","1","Hardware",
"111","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","07/27/2025 19:54:18","1","Hardware",
"110","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","07/27/2025 19:54:18","1","Hardware",
"109","Repaired","Power","System Power Supplies Not Redundant","05/10/2025 03:49:41","1","Power",
"108","Repaired","Power","System Power Supply: Input Power Loss or Unplugged Power Cord, Verify Power Supply Input (Power Supply 1)","05/10/2025 03:49:41","1","Power",
"107","Repaired","Power","System Power Supplies Not Redundant","05/04/2025 11:29:15","1","Power",
"106","Repaired","Power","System Power Supply: Input Power Loss or Unplugged Power Cord, Verify Power Supply Input (Power Supply 2)","05/04/2025 11:29:14","1","Power",
"105","Repaired","Power","System Power Supplies Not Redundant","05/04/2025 06:33:30","1","Power",
"104","Repaired","Power","System Power Supply: Input Power Loss or Unplugged Power Cord, Verify Power Supply Input (Power Supply 1)","05/04/2025 06:33:30","1","Power",
"103","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","04/05/2025 09:43:11","1","Hardware",
"102","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","04/05/2025 09:43:11","1","Hardware",
"101","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","04/05/2025 09:43:11","1","Hardware",
"100","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","04/05/2025 09:43:11","1","Hardware",
"99","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","07/20/2024 02:32:15","1","Hardware",
"98","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","07/20/2024 02:32:15","1","Hardware",
"97","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","07/20/2024 02:32:15","1","Hardware",
"96","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","07/20/2024 02:32:15","1","Hardware",
"95","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 2","06/16/2024 01:19:16","1","Hardware",
"94","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 1","06/16/2024 01:19:16","1","Hardware",
"93","Critical","Network"," All links are down in adapter HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr in slot 0","06/16/2024 01:13:04","1","Hardware",
"92","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 2","06/16/2024 01:13:01","1","Hardware",
"91","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 1","06/16/2024 01:13:01","1","Hardware",
"90","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","06/08/2024 03:36:21","1","Hardware",
"89","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","06/08/2024 03:36:21","1","Hardware",
"88","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","06/08/2024 03:36:21","1","Hardware",
"87","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","06/08/2024 03:36:21","1","Hardware",
"86","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 2","05/19/2024 01:19:53","1","Hardware",
"85","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 1","05/19/2024 01:19:53","1","Hardware",
"84","Critical","Network"," All links are down in adapter HPE Eth 10/25Gb 2p 640SFP28 Adptr in slot 1","05/19/2024 01:13:40","1","Hardware",
"83","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 2","05/19/2024 01:13:36","1","Hardware",
"82","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 1","05/19/2024 01:13:36","1","Hardware",
"81","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","02/04/2024 08:56:46","1","Hardware",
"80","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","02/04/2024 08:56:46","1","Hardware",
"79","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","02/04/2024 08:56:46","1","Hardware",
"78","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","02/04/2024 08:56:46","1","Hardware",
"77","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","02/04/2024 08:38:46","1","Hardware",
"76","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","02/04/2024 08:38:46","1","Hardware",
"75","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","02/04/2024 08:38:46","1","Hardware",
"74","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","02/04/2024 08:38:46","1","Hardware",
"73","Repaired","Power","System Power Supplies Not Redundant","12/18/2023 23:56:01","1","Power",
"72","Repaired","Power","System Power Supply: Input Power Loss or Unplugged Power Cord, Verify Power Supply Input (Power Supply 1)","12/18/2023 23:56:01","1","Power",
"71","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/23/2023 23:12:40","1","Hardware",
"70","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/23/2023 23:12:40","1","Hardware",
"69","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/23/2023 23:12:40","1","Hardware",
"68","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/23/2023 23:12:40","1","Hardware",
"67","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/23/2023 19:11:48","1","Hardware",
"66","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/23/2023 19:11:48","1","Hardware",
"65","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/23/2023 19:11:48","1","Hardware",
"64","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/23/2023 19:11:47","1","Hardware",
"63","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 2","05/22/2023 16:41:14","1","Hardware",
"62","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 1","05/22/2023 16:39:55","1","Hardware",
"61","Repaired","Network","At least one of the links is up in adapter HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr in slot 0","06/16/2024 01:19:19","1","Hardware",
"60","Repaired","Network","At least one of the links is up in adapter HPE Eth 10/25Gb 2p 640SFP28 Adptr in slot 1","05/19/2024 01:19:56","1","Hardware",
"59","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 2","05/22/2023 16:39:03","1","Hardware",
"58","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 1","05/22/2023 16:39:03","1","Hardware",
"57","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 2","05/22/2023 16:39:03","1","Hardware",
"56","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 1","05/22/2023 16:39:03","1","Hardware",
"55","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 1","05/22/2023 16:40:40","2","Hardware",
"54","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 2","05/22/2023 16:40:40","2","Hardware",
"53","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 1","05/22/2023 16:35:55","1","Hardware",
"52","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 2","05/22/2023 16:35:55","1","Hardware",
"51","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 2","05/20/2023 01:46:47","1","Hardware",
"50","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 2","05/20/2023 01:46:47","1","Hardware",
"49","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 2","05/20/2023 01:41:33","1","Hardware",
"48","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 2","05/20/2023 01:41:33","1","Hardware",
"47","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 1","05/20/2023 01:26:57","1","Hardware",
"46","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 1","05/20/2023 01:26:57","1","Hardware",
"45","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 1","05/20/2023 01:21:14","1","Hardware",
"44","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 1","05/20/2023 01:21:14","1","Hardware",
"43","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 1","05/16/2023 22:24:01","1","Hardware",
"42","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 1","05/16/2023 22:24:01","1","Hardware",
"41","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 1","05/16/2023 22:18:48","1","Hardware",
"40","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 1","05/16/2023 22:18:48","1","Hardware",
"39","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 1, port 2","05/16/2023 20:15:18","1","Hardware",
"38","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to OK for adapter in slot 0, port 2","05/16/2023 20:15:18","1","Hardware",
"37","Critical","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 1, port 2","05/16/2023 20:09:19","1","Hardware",
"36","Critical","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr - NIC Connectivity status changed to Link Failure for adapter in slot 0, port 2","05/16/2023 20:09:19","1","Hardware",
"35","Informational","System Revision","Firmware flashed (iLO 5 2.78)","05/16/2023 17:04:04","1","Administration",
"34","Informational","System Revision","Firmware flashed (System BIOS - U32 v2.76 (02/09/2023))","05/16/2023 16:54:28","1","Administration",
"33","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/16/2023 16:29:41","1","Hardware",
"32","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/16/2023 16:29:41","1","Hardware",
"31","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/16/2023 16:29:41","1","Hardware",
"30","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/16/2023 16:29:41","1","Hardware",
"29","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/16/2023 16:10:40","1","Hardware",
"28","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/16/2023 16:10:40","1","Hardware",
"27","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/16/2023 16:10:40","1","Hardware",
"26","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/16/2023 16:10:40","1","Hardware",
"25","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/15/2023 17:39:08","1","Hardware",
"24","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/15/2023 17:39:08","1","Hardware",
"23","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/15/2023 17:39:07","1","Hardware",
"22","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/15/2023 17:39:07","1","Hardware",
"21","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/15/2023 17:35:09","1","Hardware",
"20","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/15/2023 17:35:09","1","Hardware",
"19","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/15/2023 17:35:09","1","Hardware",
"18","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/15/2023 17:35:09","1","Hardware",
"17","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/15/2023 17:24:17","1","Hardware",
"16","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/15/2023 17:24:17","1","Hardware",
"15","Repaired","Network","At least one of the links is up in adapter HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr in slot 0","05/22/2023 16:41:17","1","Hardware",
"14","Repaired","Network","At least one of the links is up in adapter HPE Eth 10/25Gb 2p 640SFP28 Adptr in slot 1","05/22/2023 16:41:17","1","Hardware",
"13","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","05/15/2023 17:24:17","1","Hardware",
"12","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","05/12/2023 01:02:11","1","Hardware",
"11","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","05/15/2023 17:24:18","1","Hardware",
"10","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","05/12/2023 01:01:56","1","Hardware",
"9","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","02/15/2023 12:48:43","1","Hardware",
"8","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","02/15/2023 12:48:43","1","Hardware",
"7","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","02/15/2023 12:48:43","1","Hardware",
"6","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","02/15/2023 12:48:42","1","Hardware",
"5","Critical","System Error","Server Critical Fault (Service Information: Input Power Loss, Power Supply,  Power Supply 1 (03h)  Power Supply 2 (03h))  ","02/14/2023 20:20:26","1","Other",
"4","Critical","System Error","Server Critical Fault (Service Information: Input Power Loss, Power Supply,  Power Supply 1 (03h))  ","02/14/2023 20:20:26","1","Other",
"3","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 2","02/14/2023 17:21:03","1","Hardware",
"2","Repaired","Network","HPE Eth 10/25Gb 2p 640SFP28 Adptr Connectivity status changed to OK for adapter in slot 1, port 1","02/14/2023 17:21:03","1","Hardware",
"1","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 2","02/14/2023 17:21:03","1","Hardware",
"0","Repaired","Network","HPE Eth 10/25Gb 2p 640FLR-SFP28 Adptr Connectivity status changed to OK for adapter in slot 0, port 1","02/14/2023 17:21:03","1","Hardware",
